Timestamp,Trial,Adj_Local_Sway_X,Adj_Local_Sway_Z,Local_Sway_Radius,Local_Sway_Jerk,Orb_Event,Reaction_Time,Movement_Time
109.743,2,0.0110,0.0820,0.0827,95.9122,None,0.000,0.000
109.771,2,0.0092,0.0813,0.0818,166.2519,Movement Initiated,0.334,0.000
109.799,2,0.0076,0.0805,0.0809,170.4293,None,0.000,0.000
109.826,2,0.0055,0.0797,0.0799,273.4990,None,0.000,0.000
109.854,2,0.0045,0.0796,0.0797,322.3721,None,0.000,0.000
109.882,2,0.0029,0.0794,0.0795,239.5876,None,0.000,0.000
109.910,2,0.0015,0.0786,0.0786,177.5778,None,0.000,0.000
109.938,2,0.0008,0.0771,0.0771,167.5303,None,0.000,0.000
109.965,2,-0.0001,0.0754,0.0754,381.8726,None,0.000,0.000
109.993,2,-0.0017,0.0742,0.0742,91.0400,Hit,0.000,0.223
110.021,2,-0.0042,0.0740,0.0741,73.6138,None,0.000,0.000
110.049,2,-0.0080,0.0748,0.0752,74.6653,None,0.000,0.000
110.077,2,-0.0122,0.0738,0.0748,706.0540,None,0.000,0.000
110.104,2,-0.0161,0.0716,0.0734,156.2220,None,0.000,0.000
110.132,2,-0.0199,0.0691,0.0719,410.4497,None,0.000,0.000
110.160,2,-0.0231,0.0690,0.0728,506.0616,None,0.000,0.000
110.195,2,-0.0254,0.0701,0.0745,388.8466,None,0.000,0.000
110.217,2,-0.0268,0.0690,0.0740,590.8981,None,0.000,0.000
110.244,2,-0.0266,0.0681,0.0731,364.7216,None,0.000,0.000
110.272,2,-0.0251,0.0676,0.0721,222.9182,None,0.000,0.000
110.300,2,-0.0238,0.0664,0.0705,264.5875,None,0.000,0.000
110.327,2,-0.0207,0.0663,0.0694,478.8825,None,0.000,0.000
110.355,2,-0.0174,0.0666,0.0689,348.0569,None,0.000,0.000
110.383,2,-0.0146,0.0657,0.0673,325.0912,None,0.000,0.000
110.411,2,-0.0107,0.0639,0.0648,279.1844,None,0.000,0.000
110.439,2,-0.0076,0.0625,0.0629,543.1701,None,0.000,0.000
110.466,2,-0.0048,0.0624,0.0626,159.7909,None,0.000,0.000
110.494,2,-0.0018,0.0622,0.0623,390.0415,None,0.000,0.000
110.522,2,0.0014,0.0604,0.0605,276.1863,None,0.000,0.000
110.550,2,0.0037,0.0591,0.0592,500.4371,None,0.000,0.000
110.578,2,0.0056,0.0592,0.0594,167.8534,None,0.000,0.000
110.606,2,0.0075,0.0591,0.0596,325.5726,None,0.000,0.000
110.634,2,0.0086,0.0584,0.0590,127.6144,None,0.000,0.000
110.661,2,0.0096,0.0577,0.0584,144.3809,None,0.000,0.000
110.689,2,0.0104,0.0573,0.0582,108.5441,None,0.000,0.000
110.717,2,0.0108,0.0570,0.0580,63.0457,None,0.000,0.000
110.745,2,0.0112,0.0564,0.0575,75.3825,None,0.000,0.000
110.772,2,0.0116,0.0556,0.0569,24.3411,None,0.000,0.000
110.801,2,0.0120,0.0547,0.0560,23.8413,None,0.000,0.000
110.828,2,0.0124,0.0540,0.0554,71.0529,None,0.000,0.000
110.863,2,0.0128,0.0533,0.0548,33.2192,None,0.000,0.000
110.887,2,0.0132,0.0523,0.0539,154.7580,None,0.000,0.000
110.912,2,0.0133,0.0511,0.0528,89.3059,None,0.000,0.000
110.940,2,0.0136,0.0503,0.0521,105.3687,None,0.000,0.000
110.968,2,0.0140,0.0494,0.0513,129.8730,None,0.000,0.000
110.996,2,0.0141,0.0485,0.0505,66.4096,None,0.000,0.000
111.023,2,0.0141,0.0481,0.0501,68.6627,None,0.000,0.000
111.051,2,0.0142,0.0477,0.0497,96.6623,None,0.000,0.000
111.079,2,0.0143,0.0471,0.0492,36.1263,None,0.000,0.000
111.107,2,0.0144,0.0466,0.0488,69.2336,None,0.000,0.000
111.135,2,0.0143,0.0465,0.0486,50.3024,None,0.000,0.000
111.163,2,0.0143,0.0463,0.0485,70.6545,None,0.000,0.000
111.191,2,0.0142,0.0462,0.0483,12.3968,None,0.000,0.000
111.219,2,0.0141,0.0461,0.0482,19.1868,None,0.000,0.000
111.246,2,0.0141,0.0460,0.0481,18.8759,None,0.000,0.000
111.274,2,0.0141,0.0460,0.0482,65.2853,None,0.000,0.000
111.302,2,0.0143,0.0462,0.0484,37.5106,None,0.000,0.000
111.330,2,0.0144,0.0461,0.0483,76.0047,None,0.000,0.000
111.358,2,0.0146,0.0460,0.0482,63.5264,None,0.000,0.000
111.386,2,0.0148,0.0459,0.0483,25.8391,None,0.000,0.000
111.413,2,0.0148,0.0459,0.0482,46.3319,None,0.000,0.000
111.442,2,0.0150,0.0456,0.0480,41.3627,None,0.000,0.000
111.469,2,0.0149,0.0454,0.0478,60.6907,None,0.000,0.000
111.497,2,0.0149,0.0453,0.0477,53.8694,Orb Spawned,0.000,0.000
111.525,2,0.0148,0.0450,0.0474,14.0716,None,0.000,0.000
111.552,2,0.0149,0.0450,0.0474,55.5193,None,0.000,0.000
111.580,2,0.0150,0.0449,0.0474,43.9029,None,0.000,0.000
111.608,2,0.0151,0.0447,0.0472,45.9700,None,0.000,0.000
111.636,2,0.0152,0.0446,0.0472,57.0792,None,0.000,0.000
111.670,2,0.0152,0.0447,0.0472,43.3173,None,0.000,0.000
111.695,2,0.0151,0.0444,0.0469,117.2358,None,0.000,0.000
111.719,2,0.0151,0.0440,0.0466,103.2064,None,0.000,0.000
111.747,2,0.0159,0.0438,0.0466,119.3882,None,0.000,0.000
111.775,2,0.0172,0.0426,0.0459,192.0559,None,0.000,0.000
111.803,2,0.0188,0.0410,0.0451,51.1451,None,0.000,0.000
111.831,2,0.0209,0.0392,0.0444,185.2557,Movement Initiated,0.348,0.000
111.858,2,0.0227,0.0376,0.0439,190.9917,None,0.000,0.000
111.886,2,0.0245,0.0369,0.0443,207.7529,None,0.000,0.000
111.914,2,0.0261,0.0368,0.0451,76.7931,None,0.000,0.000
111.942,2,0.0274,0.0364,0.0456,419.0006,None,0.000,0.000
111.970,2,0.0283,0.0356,0.0455,120.3489,None,0.000,0.000
111.998,2,0.0287,0.0349,0.0452,234.1982,None,0.000,0.000
112.026,2,0.0294,0.0347,0.0454,205.5565,None,0.000,0.000
112.054,2,0.0293,0.0339,0.0448,417.1819,Hit,0.000,0.209
112.076,2,0.0291,0.0335,0.0444,253.4560,None,0.000,0.000
112.096,2,0.0281,0.0336,0.0438,173.2749,None,0.000,0.000
112.123,2,0.0264,0.0342,0.0432,169.5983,None,0.000,0.000
112.151,2,0.0248,0.0340,0.0421,364.1584,None,0.000,0.000
112.179,2,0.0232,0.0335,0.0407,284.5312,None,0.000,0.000
112.207,2,0.0213,0.0337,0.0399,207.7198,None,0.000,0.000
112.235,2,0.0206,0.0342,0.0399,244.0418,None,0.000,0.000
112.263,2,0.0197,0.0332,0.0386,274.8910,None,0.000,0.000
112.290,2,0.0189,0.0324,0.0375,220.1265,None,0.000,0.000
112.318,2,0.0185,0.0321,0.0371,101.0865,None,0.000,0.000
112.346,2,0.0173,0.0326,0.0368,172.6868,None,0.000,0.000
112.374,2,0.0160,0.0332,0.0369,408.9147,None,0.000,0.000
112.402,2,0.0153,0.0333,0.0366,158.9556,None,0.000,0.000
112.430,2,0.0142,0.0331,0.0360,401.1212,None,0.000,0.000
112.457,2,0.0135,0.0330,0.0357,113.9116,None,0.000,0.000
112.485,2,0.0131,0.0327,0.0352,214.3643,None,0.000,0.000
112.513,2,0.0126,0.0325,0.0348,321.5804,None,0.000,0.000
112.541,2,0.0125,0.0323,0.0346,126.4324,None,0.000,0.000
112.569,2,0.0126,0.0312,0.0336,182.7780,None,0.000,0.000
112.597,2,0.0127,0.0297,0.0324,72.5797,None,0.000,0.000
112.624,2,0.0131,0.0290,0.0318,220.4057,None,0.000,0.000
112.652,2,0.0133,0.0291,0.0320,62.9045,None,0.000,0.000
112.680,2,0.0134,0.0288,0.0318,286.6106,None,0.000,0.000
112.708,2,0.0135,0.0279,0.0310,39.6447,None,0.000,0.000
112.736,2,0.0133,0.0276,0.0307,287.1740,None,0.000,0.000
112.764,2,0.0131,0.0280,0.0309,43.1844,None,0.000,0.000
112.792,2,0.0127,0.0283,0.0310,207.2233,None,0.000,0.000
112.819,2,0.0124,0.0284,0.0310,33.7981,None,0.000,0.000
112.847,2,0.0119,0.0289,0.0312,101.6073,None,0.000,0.000
112.875,2,0.0115,0.0297,0.0318,51.6095,None,0.000,0.000
112.903,2,0.0111,0.0306,0.0325,28.5849,None,0.000,0.000
112.931,2,0.0108,0.0315,0.0333,108.7244,None,0.000,0.000
112.959,2,0.0107,0.0323,0.0340,113.4958,None,0.000,0.000
112.986,2,0.0110,0.0334,0.0352,67.6682,None,0.000,0.000
113.014,2,0.0110,0.0343,0.0360,124.1263,None,0.000,0.000
113.042,2,0.0108,0.0346,0.0362,127.1812,None,0.000,0.000
113.070,2,0.0109,0.0347,0.0364,105.3530,None,0.000,0.000
113.098,2,0.0112,0.0349,0.0367,79.1812,None,0.000,0.000
113.126,2,0.0115,0.0350,0.0369,60.5257,None,0.000,0.000
113.153,2,0.0118,0.0349,0.0369,52.7651,None,0.000,0.000
113.181,2,0.0122,0.0348,0.0369,25.1603,None,0.000,0.000
113.209,2,0.0124,0.0348,0.0370,19.9895,None,0.000,0.000
113.237,2,0.0128,0.0348,0.0371,17.9503,None,0.000,0.000
113.272,2,0.0132,0.0347,0.0371,14.9853,None,0.000,0.000
113.295,2,0.0134,0.0345,0.0370,20.4139,None,0.000,0.000
113.320,2,0.0135,0.0346,0.0372,43.8216,None,0.000,0.000
113.349,2,0.0135,0.0349,0.0374,23.3408,None,0.000,0.000
113.376,2,0.0133,0.0348,0.0373,108.4166,None,0.000,0.000
113.404,2,0.0133,0.0348,0.0372,67.3926,None,0.000,0.000
113.432,2,0.0133,0.0350,0.0374,101.4312,None,0.000,0.000
113.467,2,0.0133,0.0352,0.0376,90.9478,None,0.000,0.000
113.487,2,0.0134,0.0350,0.0375,43.4884,None,0.000,0.000
113.515,2,0.0134,0.0348,0.0373,92.4222,None,0.000,0.000
113.543,2,0.0135,0.0347,0.0373,30.3757,None,0.000,0.000
113.571,2,0.0136,0.0344,0.0370,52.7099,None,0.000,0.000
113.599,2,0.0138,0.0341,0.0368,50.1863,None,0.000,0.000
113.627,2,0.0141,0.0339,0.0367,23.7905,None,0.000,0.000
113.655,2,0.0143,0.0338,0.0367,4.5329,None,0.000,0.000
113.683,2,0.0145,0.0338,0.0368,23.1883,None,0.000,0.000
113.710,2,0.0147,0.0337,0.0368,31.3972,Orb Spawned,0.000,0.000
113.738,2,0.0150,0.0338,0.0370,36.3475,None,0.000,0.000
113.766,2,0.0152,0.0339,0.0371,54.4411,None,0.000,0.000
113.794,2,0.0153,0.0340,0.0373,5.7602,None,0.000,0.000
113.822,2,0.0153,0.0342,0.0375,19.3548,None,0.000,0.000
113.850,2,0.0154,0.0344,0.0377,33.0160,None,0.000,0.000
113.877,2,0.0154,0.0344,0.0377,24.8590,None,0.000,0.000
113.906,2,0.0150,0.0340,0.0372,44.4399,None,0.000,0.000
113.940,2,0.0150,0.0332,0.0364,81.0933,None,0.000,0.000
113.961,2,0.0151,0.0321,0.0355,93.1411,None,0.000,0.000
113.989,2,0.0158,0.0305,0.0343,172.3682,None,0.000,0.000
114.017,2,0.0164,0.0281,0.0326,77.6221,Movement Initiated,0.320,0.000
114.044,2,0.0166,0.0261,0.0309,198.0496,None,0.000,0.000
114.072,2,0.0168,0.0243,0.0295,155.7460,None,0.000,0.000
114.100,2,0.0167,0.0227,0.0282,166.7576,None,0.000,0.000
114.128,2,0.0168,0.0219,0.0276,175.2902,None,0.000,0.000
114.156,2,0.0172,0.0210,0.0272,115.0237,None,0.000,0.000
114.184,2,0.0173,0.0194,0.0260,128.8393,Hit,0.000,0.167
114.212,2,0.0171,0.0184,0.0251,335.9126,None,0.000,0.000
114.240,2,0.0164,0.0191,0.0252,147.2971,None,0.000,0.000
114.267,2,0.0152,0.0206,0.0256,245.3736,None,0.000,0.000
114.295,2,0.0135,0.0218,0.0256,236.9635,None,0.000,0.000
114.323,2,0.0119,0.0226,0.0255,94.7234,None,0.000,0.000
114.351,2,0.0105,0.0233,0.0255,186.6694,None,0.000,0.000
114.379,2,0.0095,0.0251,0.0268,383.3303,None,0.000,0.000
114.406,2,0.0088,0.0265,0.0279,460.1792,None,0.000,0.000
114.434,2,0.0081,0.0271,0.0283,98.1563,None,0.000,0.000
114.462,2,0.0083,0.0290,0.0302,334.6606,None,0.000,0.000
114.490,2,0.0087,0.0303,0.0315,276.0674,None,0.000,0.000
114.518,2,0.0098,0.0304,0.0320,188.1210,None,0.000,0.000
114.545,2,0.0117,0.0312,0.0333,249.0899,None,0.000,0.000
114.574,2,0.0129,0.0318,0.0343,306.1073,None,0.000,0.000
114.602,2,0.0149,0.0312,0.0346,468.8923,None,0.000,0.000
114.629,2,0.0166,0.0300,0.0343,271.7326,None,0.000,0.000
114.657,2,0.0179,0.0302,0.0351,384.4505,None,0.000,0.000
114.685,2,0.0195,0.0306,0.0363,355.9588,None,0.000,0.000
114.713,2,0.0210,0.0297,0.0363,296.2750,None,0.000,0.000
114.740,2,0.0222,0.0286,0.0362,314.9852,None,0.000,0.000
114.769,2,0.0234,0.0288,0.0371,253.8481,None,0.000,0.000
114.796,2,0.0248,0.0289,0.0381,230.8842,None,0.000,0.000
114.824,2,0.0261,0.0289,0.0389,120.8012,None,0.000,0.000
114.852,2,0.0271,0.0288,0.0396,101.1497,None,0.000,0.000
114.880,2,0.0280,0.0287,0.0401,76.5659,None,0.000,0.000
114.908,2,0.0285,0.0286,0.0404,36.6513,None,0.000,0.000
114.936,2,0.0290,0.0285,0.0406,64.7426,None,0.000,0.000
114.963,2,0.0294,0.0284,0.0408,7.3890,None,0.000,0.000
114.991,2,0.0297,0.0284,0.0411,36.4668,None,0.000,0.000
115.019,2,0.0300,0.0284,0.0413,36.4722,None,0.000,0.000
115.047,2,0.0302,0.0282,0.0413,36.3690,None,0.000,0.000
115.074,2,0.0304,0.0280,0.0413,14.5234,None,0.000,0.000
115.102,2,0.0306,0.0279,0.0414,37.0654,None,0.000,0.000
115.131,2,0.0308,0.0281,0.0417,24.2657,None,0.000,0.000
115.158,2,0.0309,0.0282,0.0418,102.9696,None,0.000,0.000
115.186,2,0.0309,0.0278,0.0416,32.9591,None,0.000,0.000
115.214,2,0.0307,0.0278,0.0415,139.2062,None,0.000,0.000
115.242,2,0.0307,0.0281,0.0416,28.9855,None,0.000,0.000
115.270,2,0.0305,0.0282,0.0415,152.1257,None,0.000,0.000
115.297,2,0.0304,0.0282,0.0415,68.3442,None,0.000,0.000
115.325,2,0.0304,0.0282,0.0414,31.3994,None,0.000,0.000
115.354,2,0.0304,0.0284,0.0416,50.0583,None,0.000,0.000
115.381,2,0.0306,0.0287,0.0420,41.4706,None,0.000,0.000
115.409,2,0.0307,0.0291,0.0423,48.6039,None,0.000,0.000
115.437,2,0.0308,0.0296,0.0427,41.7150,None,0.000,0.000
115.465,2,0.0305,0.0304,0.0431,59.0420,None,0.000,0.000
115.492,2,0.0301,0.0310,0.0432,173.7633,None,0.000,0.000
115.520,2,0.0296,0.0314,0.0432,55.1554,None,0.000,0.000
115.548,2,0.0289,0.0322,0.0432,202.5849,None,0.000,0.000
115.576,2,0.0284,0.0329,0.0435,145.6330,None,0.000,0.000
115.604,2,0.0277,0.0330,0.0431,125.0024,None,0.000,0.000
115.632,2,0.0272,0.0331,0.0428,137.9655,None,0.000,0.000
115.659,2,0.0267,0.0332,0.0426,26.9838,None,0.000,0.000
115.687,2,0.0263,0.0332,0.0423,44.4321,Orb Spawned,0.000,0.000
115.715,2,0.0259,0.0326,0.0417,81.4759,None,0.000,0.000
115.743,2,0.0255,0.0321,0.0411,106.0893,None,0.000,0.000
115.771,2,0.0253,0.0318,0.0407,53.6837,None,0.000,0.000
115.799,2,0.0252,0.0314,0.0403,40.4670,None,0.000,0.000
115.826,2,0.0252,0.0309,0.0399,33.0251,None,0.000,0.000
115.854,2,0.0251,0.0305,0.0395,39.0563,None,0.000,0.000
115.883,2,0.0250,0.0302,0.0392,42.9501,None,0.000,0.000
115.910,2,0.0249,0.0299,0.0389,30.0239,None,0.000,0.000
115.938,2,0.0247,0.0290,0.0382,231.0573,None,0.000,0.000
115.966,2,0.0241,0.0280,0.0370,253.6136,None,0.000,0.000
115.994,2,0.0240,0.0271,0.0362,184.9087,None,0.000,0.000
116.022,2,0.0232,0.0261,0.0350,195.1375,Movement Initiated,0.362,0.000
116.049,2,0.0223,0.0255,0.0339,86.6435,None,0.000,0.000
116.077,2,0.0215,0.0246,0.0327,161.8806,None,0.000,0.000
116.105,2,0.0208,0.0243,0.0320,209.3057,None,0.000,0.000
116.133,2,0.0205,0.0244,0.0319,225.9529,None,0.000,0.000
116.161,2,0.0196,0.0237,0.0308,267.0148,None,0.000,0.000
116.195,2,0.0190,0.0222,0.0292,218.0347,None,0.000,0.000
116.223,2,0.0182,0.0212,0.0280,265.8100,Hit,0.000,0.189
116.245,2,0.0167,0.0216,0.0273,296.0003,None,0.000,0.000
116.272,2,0.0155,0.0223,0.0271,370.6342,None,0.000,0.000
116.300,2,0.0139,0.0232,0.0270,149.8510,None,0.000,0.000
116.328,2,0.0123,0.0243,0.0272,84.9972,None,0.000,0.000
116.356,2,0.0125,0.0247,0.0277,246.0457,None,0.000,0.000
116.384,2,0.0121,0.0254,0.0282,458.5121,None,0.000,0.000
116.411,2,0.0116,0.0274,0.0298,138.8509,None,0.000,0.000
116.439,2,0.0109,0.0289,0.0308,417.1732,None,0.000,0.000
116.467,2,0.0110,0.0292,0.0312,203.1951,None,0.000,0.000
116.495,2,0.0114,0.0299,0.0320,357.6245,None,0.000,0.000
116.523,2,0.0111,0.0316,0.0335,279.2083,None,0.000,0.000
116.550,2,0.0111,0.0332,0.0350,347.8210,None,0.000,0.000
116.579,2,0.0117,0.0328,0.0348,388.7876,None,0.000,0.000
116.606,2,0.0115,0.0321,0.0341,566.6649,None,0.000,0.000
116.634,2,0.0119,0.0326,0.0347,219.5279,None,0.000,0.000
116.662,2,0.0121,0.0335,0.0356,102.6209,None,0.000,0.000
116.690,2,0.0126,0.0337,0.0360,273.5267,None,0.000,0.000
116.718,2,0.0130,0.0338,0.0362,61.0040,None,0.000,0.000
116.745,2,0.0136,0.0342,0.0368,120.7397,None,0.000,0.000
116.773,2,0.0142,0.0345,0.0373,51.1116,None,0.000,0.000
116.801,2,0.0148,0.0346,0.0376,59.9153,None,0.000,0.000
116.829,2,0.0154,0.0345,0.0378,40.6041,None,0.000,0.000
116.857,2,0.0159,0.0346,0.0380,56.6687,None,0.000,0.000
116.885,2,0.0165,0.0346,0.0384,31.1435,None,0.000,0.000
116.912,2,0.0169,0.0341,0.0381,81.6330,None,0.000,0.000
116.940,2,0.0173,0.0336,0.0377,73.8772,None,0.000,0.000
116.968,2,0.0175,0.0333,0.0376,92.7748,None,0.000,0.000
116.996,2,0.0176,0.0329,0.0373,57.5336,None,0.000,0.000
117.024,2,0.0176,0.0322,0.0367,64.7815,None,0.000,0.000
117.051,2,0.0175,0.0317,0.0362,94.2978,None,0.000,0.000
117.079,2,0.0173,0.0314,0.0359,24.2961,None,0.000,0.000
117.108,2,0.0171,0.0311,0.0355,85.2318,None,0.000,0.000
117.135,2,0.0169,0.0309,0.0353,32.2091,None,0.000,0.000
117.163,2,0.0167,0.0310,0.0352,33.6953,None,0.000,0.000
117.191,2,0.0164,0.0313,0.0354,33.4755,None,0.000,0.000
117.219,2,0.0161,0.0314,0.0353,86.0561,None,0.000,0.000
117.246,2,0.0158,0.0314,0.0352,19.2289,None,0.000,0.000
117.274,2,0.0156,0.0315,0.0352,99.8292,None,0.000,0.000
117.302,2,0.0153,0.0317,0.0352,28.0601,None,0.000,0.000
117.330,2,0.0152,0.0317,0.0352,28.7007,None,0.000,0.000
117.358,2,0.0150,0.0317,0.0351,33.3151,None,0.000,0.000
117.386,2,0.0147,0.0317,0.0349,12.4613,None,0.000,0.000
117.414,2,0.0145,0.0317,0.0348,29.2611,None,0.000,0.000
117.448,2,0.0143,0.0317,0.0348,9.3481,None,0.000,0.000
117.475,2,0.0139,0.0317,0.0346,39.9311,None,0.000,0.000
117.498,2,0.0136,0.0317,0.0345,75.2744,None,0.000,0.000
117.525,2,0.0133,0.0317,0.0344,25.4956,None,0.000,0.000
117.553,2,0.0131,0.0318,0.0344,49.4559,None,0.000,0.000
117.581,2,0.0129,0.0320,0.0345,24.0951,None,0.000,0.000
117.609,2,0.0127,0.0321,0.0345,27.5183,None,0.000,0.000
117.637,2,0.0126,0.0321,0.0345,22.6875,None,0.000,0.000
117.665,2,0.0124,0.0323,0.0345,35.0121,None,0.000,0.000
117.692,2,0.0122,0.0322,0.0345,65.8311,Orb Spawned,0.000,0.000
117.720,2,0.0119,0.0321,0.0342,57.0724,None,0.000,0.000
117.748,2,0.0116,0.0320,0.0341,44.1162,None,0.000,0.000
117.775,2,0.0115,0.0320,0.0340,25.9321,None,0.000,0.000
117.804,2,0.0115,0.0318,0.0338,35.0271,None,0.000,0.000
117.831,2,0.0113,0.0315,0.0335,28.9983,None,0.000,0.000
117.859,2,0.0112,0.0314,0.0333,56.3885,None,0.000,0.000
117.887,2,0.0111,0.0314,0.0333,38.5141,None,0.000,0.000
117.915,2,0.0108,0.0312,0.0331,40.2922,None,0.000,0.000
117.943,2,0.0104,0.0309,0.0326,27.7746,None,0.000,0.000
117.970,2,0.0098,0.0306,0.0321,26.3911,None,0.000,0.000
117.999,2,0.0089,0.0298,0.0311,59.1610,None,0.000,0.000
118.026,2,0.0080,0.0281,0.0292,84.4715,Movement Initiated,0.334,0.000
118.054,2,0.0073,0.0266,0.0275,212.1245,None,0.000,0.000
118.082,2,0.0070,0.0252,0.0262,37.0632,None,0.000,0.000
118.110,2,0.0068,0.0234,0.0244,120.8502,None,0.000,0.000
118.137,2,0.0066,0.0226,0.0236,235.6477,None,0.000,0.000
118.165,2,0.0065,0.0215,0.0225,219.4240,None,0.000,0.000
118.185,2,0.0067,0.0205,0.0216,188.6309,None,0.000,0.000
118.207,2,0.0074,0.0176,0.0191,236.7724,None,0.000,0.000
118.235,2,0.0079,0.0144,0.0164,363.9266,Hit,0.000,0.223
118.263,2,0.0079,0.0122,0.0145,174.5423,None,0.000,0.000
118.291,2,0.0076,0.0110,0.0134,119.1790,None,0.000,0.000
118.319,2,0.0060,0.0102,0.0118,173.3965,None,0.000,0.000
118.347,2,0.0043,0.0105,0.0113,202.6357,None,0.000,0.000
118.374,2,0.0022,0.0117,0.0119,183.7149,None,0.000,0.000
118.402,2,0.0000,0.0128,0.0128,214.9231,None,0.000,0.000
118.430,2,-0.0027,0.0134,0.0137,74.4501,None,0.000,0.000
118.458,2,-0.0043,0.0147,0.0153,270.1949,None,0.000,0.000
118.486,2,-0.0058,0.0160,0.0170,180.4722,None,0.000,0.000
118.514,2,-0.0067,0.0169,0.0182,264.4612,None,0.000,0.000
118.541,2,-0.0062,0.0193,0.0203,306.8436,None,0.000,0.000
118.569,2,-0.0063,0.0206,0.0215,396.6339,None,0.000,0.000
118.598,2,-0.0050,0.0211,0.0217,337.3065,None,0.000,0.000
118.625,2,-0.0035,0.0223,0.0226,319.4436,None,0.000,0.000
118.653,2,-0.0028,0.0235,0.0236,199.5252,None,0.000,0.000
118.680,2,-0.0013,0.0242,0.0242,416.0726,None,0.000,0.000
118.708,2,0.0008,0.0241,0.0241,48.5966,None,0.000,0.000
118.736,2,0.0023,0.0242,0.0243,339.3149,None,0.000,0.000
118.764,2,0.0044,0.0249,0.0253,157.5598,None,0.000,0.000
118.792,2,0.0062,0.0252,0.0259,190.0555,None,0.000,0.000
118.820,2,0.0078,0.0251,0.0263,140.4465,None,0.000,0.000
118.848,2,0.0092,0.0249,0.0266,129.2338,None,0.000,0.000
118.876,2,0.0101,0.0248,0.0268,62.8956,None,0.000,0.000
118.904,2,0.0109,0.0247,0.0270,57.3709,None,0.000,0.000
118.931,2,0.0115,0.0244,0.0270,20.8829,None,0.000,0.000
118.959,2,0.0117,0.0241,0.0268,50.4547,None,0.000,0.000
118.987,2,0.0120,0.0234,0.0263,100.7585,None,0.000,0.000
119.015,2,0.0120,0.0226,0.0256,105.9739,None,0.000,0.000
119.043,2,0.0120,0.0219,0.0250,36.5597,None,0.000,0.000
119.071,2,0.0120,0.0213,0.0244,25.2346,None,0.000,0.000
119.098,2,0.0118,0.0203,0.0235,76.8306,None,0.000,0.000
119.119,2,0.0117,0.0199,0.0231,101.3445,None,0.000,0.000
119.141,2,0.0117,0.0190,0.0223,129.0898,None,0.000,0.000
119.168,2,0.0115,0.0183,0.0216,78.9561,None,0.000,0.000
119.196,2,0.0113,0.0175,0.0209,26.6600,None,0.000,0.000
119.223,2,0.0111,0.0168,0.0202,15.8008,None,0.000,0.000
119.251,2,0.0109,0.0160,0.0194,24.8204,None,0.000,0.000
119.279,2,0.0106,0.0155,0.0188,48.0292,None,0.000,0.000
119.307,2,0.0104,0.0150,0.0183,36.4653,None,0.000,0.000
119.335,2,0.0101,0.0144,0.0176,73.5779,None,0.000,0.000
119.363,2,0.0098,0.0139,0.0170,100.3245,None,0.000,0.000
119.391,2,0.0095,0.0136,0.0166,28.5050,None,0.000,0.000
119.418,2,0.0094,0.0133,0.0162,98.3778,None,0.000,0.000
119.447,2,0.0093,0.0127,0.0157,17.4857,None,0.000,0.000
119.475,2,0.0091,0.0120,0.0151,85.5728,None,0.000,0.000
119.502,2,0.0090,0.0117,0.0148,51.4749,None,0.000,0.000
119.530,2,0.0088,0.0115,0.0145,52.8829,None,0.000,0.000
119.558,2,0.0087,0.0111,0.0141,116.6376,None,0.000,0.000
119.586,2,0.0085,0.0105,0.0135,24.3276,None,0.000,0.000
119.613,2,0.0082,0.0101,0.0130,89.9430,None,0.000,0.000
119.641,2,0.0080,0.0098,0.0127,22.9503,None,0.000,0.000
119.669,2,0.0078,0.0098,0.0125,69.8416,Orb Spawned,0.000,0.000
119.697,2,0.0077,0.0095,0.0122,43.6569,None,0.000,0.000
119.725,2,0.0075,0.0092,0.0119,10.5466,None,0.000,0.000
119.753,2,0.0074,0.0091,0.0117,83.6214,None,0.000,0.000
119.780,2,0.0073,0.0091,0.0116,34.7999,None,0.000,0.000
119.808,2,0.0071,0.0090,0.0114,60.4723,None,0.000,0.000
119.828,2,0.0070,0.0090,0.0114,51.9399,None,0.000,0.000
119.850,2,0.0067,0.0087,0.0110,56.4399,None,0.000,0.000
119.878,2,0.0064,0.0082,0.0104,75.4096,None,0.000,0.000
119.906,2,0.0057,0.0078,0.0097,51.0946,None,0.000,0.000
119.934,2,0.0046,0.0074,0.0087,52.8428,None,0.000,0.000
119.961,2,0.0028,0.0070,0.0076,118.7687,Movement Initiated,0.320,0.000
119.989,2,0.0009,0.0068,0.0068,141.3646,None,0.000,0.000
120.017,2,-0.0019,0.0064,0.0067,157.3618,None,0.000,0.000
120.045,2,-0.0050,0.0066,0.0082,129.1440,None,0.000,0.000
120.073,2,-0.0076,0.0066,0.0101,174.5377,None,0.000,0.000
120.101,2,-0.0101,0.0055,0.0115,200.7687,None,0.000,0.000
120.128,2,-0.0118,0.0047,0.0127,346.9932,None,0.000,0.000
120.157,2,-0.0123,0.0043,0.0131,53.6503,None,0.000,0.000
120.184,2,-0.0127,0.0030,0.0131,258.0150,None,0.000,0.000
120.212,2,-0.0112,0.0027,0.0115,437.1333,Hit,0.000,0.251
120.240,2,-0.0116,0.0030,0.0119,525.2458,None,0.000,0.000
120.268,2,-0.0147,0.0033,0.0150,129.0449,None,0.000,0.000
120.295,2,-0.0178,0.0049,0.0184,371.8963,None,0.000,0.000
120.324,2,-0.0201,0.0056,0.0209,466.9332,None,0.000,0.000
