Timestamp,Trial,Adj_Local_Sway_X,Adj_Local_Sway_Z,Local_Sway_Radius,Local_Sway_Jerk,Orb_Event,Reaction_Time,Movement_Time
37.612,1,0.0241,0.0082,0.0255,287.6317,None,0.000,0.000
37.640,1,0.0286,0.0082,0.0298,101.5972,None,0.000,0.000
37.667,1,0.0350,0.0073,0.0358,154.4537,None,0.000,0.000
37.695,1,0.0410,0.0059,0.0414,360.6005,None,0.000,0.000
37.723,1,0.0464,0.0038,0.0465,63.5536,Movement Initiated,0.404,0.000
37.750,1,0.0500,0.0018,0.0501,223.0634,None,0.000,0.000
37.779,1,0.0529,0.0001,0.0529,181.4851,None,0.000,0.000
37.806,1,0.0552,-0.0021,0.0553,282.1772,None,0.000,0.000
37.834,1,0.0564,-0.0043,0.0565,341.1386,None,0.000,0.000
37.862,1,0.0578,-0.0055,0.0581,259.6131,None,0.000,0.000
37.890,1,0.0586,-0.0058,0.0589,135.7048,Hit,0.000,0.153
37.918,1,0.0579,-0.0046,0.0580,204.4050,None,0.000,0.000
37.946,1,0.0563,-0.0027,0.0564,524.3929,None,0.000,0.000
37.967,1,0.0560,-0.0021,0.0560,365.2577,None,0.000,0.000
37.987,1,0.0546,-0.0007,0.0546,432.1345,None,0.000,0.000
38.015,1,0.0522,0.0012,0.0522,231.1987,None,0.000,0.000
38.043,1,0.0496,0.0038,0.0497,131.5188,None,0.000,0.000
38.071,1,0.0473,0.0072,0.0479,107.5363,None,0.000,0.000
38.100,1,0.0462,0.0100,0.0473,283.9432,None,0.000,0.000
38.126,1,0.0447,0.0115,0.0461,243.8159,None,0.000,0.000
38.155,1,0.0427,0.0137,0.0448,467.2109,None,0.000,0.000
38.182,1,0.0402,0.0165,0.0435,36.9160,None,0.000,0.000
38.210,1,0.0384,0.0186,0.0426,497.7230,None,0.000,0.000
38.238,1,0.0368,0.0197,0.0418,113.8079,None,0.000,0.000
38.266,1,0.0349,0.0208,0.0406,212.9593,None,0.000,0.000
38.294,1,0.0329,0.0218,0.0394,75.0661,None,0.000,0.000
38.321,1,0.0311,0.0222,0.0382,91.7779,None,0.000,0.000
38.349,1,0.0297,0.0226,0.0373,133.5277,None,0.000,0.000
38.377,1,0.0285,0.0233,0.0368,42.9181,None,0.000,0.000
38.405,1,0.0278,0.0237,0.0365,90.3303,None,0.000,0.000
38.433,1,0.0273,0.0237,0.0361,43.4355,None,0.000,0.000
38.461,1,0.0270,0.0241,0.0362,99.9619,None,0.000,0.000
38.489,1,0.0267,0.0246,0.0364,54.7592,None,0.000,0.000
38.516,1,0.0264,0.0249,0.0363,117.7378,None,0.000,0.000
38.544,1,0.0263,0.0254,0.0365,117.2051,None,0.000,0.000
38.572,1,0.0262,0.0257,0.0367,72.2368,None,0.000,0.000
38.600,1,0.0264,0.0256,0.0367,90.5091,None,0.000,0.000
38.628,1,0.0267,0.0261,0.0373,279.5214,None,0.000,0.000
38.656,1,0.0272,0.0267,0.0381,156.5788,None,0.000,0.000
38.676,1,0.0273,0.0267,0.0382,150.7075,None,0.000,0.000
38.697,1,0.0271,0.0265,0.0379,65.9853,None,0.000,0.000
38.725,1,0.0271,0.0265,0.0379,112.3902,None,0.000,0.000
38.753,1,0.0268,0.0269,0.0380,79.5630,None,0.000,0.000
38.781,1,0.0267,0.0271,0.0381,199.8880,None,0.000,0.000
38.819,1,0.0270,0.0272,0.0383,29.3381,None,0.000,0.000
38.850,1,0.0282,0.0274,0.0393,105.0248,None,0.000,0.000
38.878,1,0.0298,0.0273,0.0404,111.3488,None,0.000,0.000
38.906,1,0.0313,0.0267,0.0411,82.5123,None,0.000,0.000
38.934,1,0.0325,0.0262,0.0418,173.7674,None,0.000,0.000
38.962,1,0.0337,0.0265,0.0428,118.2612,None,0.000,0.000
38.990,1,0.0345,0.0265,0.0435,258.4063,None,0.000,0.000
39.018,1,0.0350,0.0261,0.0437,59.4706,None,0.000,0.000
39.045,1,0.0353,0.0260,0.0438,164.3798,None,0.000,0.000
39.073,1,0.0355,0.0262,0.0441,32.4993,None,0.000,0.000
39.101,1,0.0358,0.0263,0.0444,86.1724,None,0.000,0.000
39.129,1,0.0358,0.0262,0.0443,75.3826,None,0.000,0.000
39.157,1,0.0358,0.0262,0.0444,70.8575,None,0.000,0.000
39.184,1,0.0360,0.0262,0.0445,71.8743,None,0.000,0.000
39.213,1,0.0364,0.0262,0.0449,67.2631,None,0.000,0.000
39.240,1,0.0372,0.0261,0.0454,60.5166,None,0.000,0.000
39.268,1,0.0382,0.0258,0.0461,36.1647,None,0.000,0.000
39.296,1,0.0390,0.0260,0.0468,156.5327,None,0.000,0.000
39.324,1,0.0402,0.0263,0.0480,81.5380,Orb Spawned,0.000,0.000
39.352,1,0.0420,0.0262,0.0495,169.0237,None,0.000,0.000
39.372,1,0.0425,0.0259,0.0498,314.3578,None,0.000,0.000
39.396,1,0.0423,0.0253,0.0493,148.0439,None,0.000,0.000
39.422,1,0.0416,0.0253,0.0487,242.5756,None,0.000,0.000
39.449,1,0.0408,0.0253,0.0480,162.0032,None,0.000,0.000
39.477,1,0.0392,0.0249,0.0464,109.6094,None,0.000,0.000
39.505,1,0.0357,0.0250,0.0436,170.6897,None,0.000,0.000
39.533,1,0.0348,0.0264,0.0437,577.9214,None,0.000,0.000
39.560,1,0.0381,0.0287,0.0477,220.3358,None,0.000,0.000
39.588,1,0.0426,0.0293,0.0517,560.0427,None,0.000,0.000
39.616,1,0.0456,0.0280,0.0535,382.7862,Movement Initiated,0.306,0.000
39.644,1,0.0484,0.0274,0.0556,374.0642,None,0.000,0.000
39.672,1,0.0511,0.0273,0.0579,153.3501,None,0.000,0.000
39.700,1,0.0534,0.0269,0.0598,124.4754,None,0.000,0.000
39.734,1,0.0544,0.0265,0.0605,124.0789,None,0.000,0.000
39.760,1,0.0558,0.0258,0.0615,216.6226,None,0.000,0.000
39.783,1,0.0573,0.0254,0.0626,261.6941,None,0.000,0.000
39.811,1,0.0580,0.0242,0.0628,275.8635,Hit,0.000,0.195
39.839,1,0.0595,0.0230,0.0638,224.9210,None,0.000,0.000
39.867,1,0.0602,0.0227,0.0643,369.4738,None,0.000,0.000
39.894,1,0.0597,0.0240,0.0643,111.0478,None,0.000,0.000
39.922,1,0.0588,0.0264,0.0644,139.5382,None,0.000,0.000
39.950,1,0.0578,0.0281,0.0643,434.5685,None,0.000,0.000
39.978,1,0.0556,0.0293,0.0629,218.3613,None,0.000,0.000
40.006,1,0.0527,0.0312,0.0613,311.1871,None,0.000,0.000
40.035,1,0.0517,0.0341,0.0619,316.1690,None,0.000,0.000
40.062,1,0.0506,0.0369,0.0626,284.7623,None,0.000,0.000
40.090,1,0.0487,0.0377,0.0616,553.6068,None,0.000,0.000
40.118,1,0.0473,0.0384,0.0609,465.8766,None,0.000,0.000
40.145,1,0.0454,0.0397,0.0604,310.7773,None,0.000,0.000
40.173,1,0.0437,0.0412,0.0600,231.1817,None,0.000,0.000
40.201,1,0.0424,0.0420,0.0597,340.9057,None,0.000,0.000
40.229,1,0.0410,0.0418,0.0585,253.1236,None,0.000,0.000
40.256,1,0.0404,0.0415,0.0579,168.0319,None,0.000,0.000
40.285,1,0.0400,0.0411,0.0573,84.3792,None,0.000,0.000
40.312,1,0.0393,0.0406,0.0565,61.4798,None,0.000,0.000
40.340,1,0.0389,0.0399,0.0557,89.9140,None,0.000,0.000
40.368,1,0.0389,0.0391,0.0551,53.8420,None,0.000,0.000
40.396,1,0.0391,0.0383,0.0547,40.1184,None,0.000,0.000
40.424,1,0.0395,0.0378,0.0546,76.9430,None,0.000,0.000
40.451,1,0.0399,0.0373,0.0546,68.2309,None,0.000,0.000
40.480,1,0.0402,0.0364,0.0542,62.7495,None,0.000,0.000
40.508,1,0.0405,0.0358,0.0540,100.2203,None,0.000,0.000
40.535,1,0.0411,0.0354,0.0542,67.8510,None,0.000,0.000
40.563,1,0.0415,0.0351,0.0543,84.6494,None,0.000,0.000
40.591,1,0.0417,0.0344,0.0541,94.6196,None,0.000,0.000
40.619,1,0.0417,0.0339,0.0538,73.7711,None,0.000,0.000
40.647,1,0.0416,0.0337,0.0536,109.3081,None,0.000,0.000
40.674,1,0.0413,0.0335,0.0532,58.1463,None,0.000,0.000
40.702,1,0.0413,0.0329,0.0528,174.4275,None,0.000,0.000
40.730,1,0.0417,0.0323,0.0527,132.1768,None,0.000,0.000
40.758,1,0.0419,0.0318,0.0527,71.2849,None,0.000,0.000
40.786,1,0.0421,0.0314,0.0525,66.1653,None,0.000,0.000
40.813,1,0.0421,0.0308,0.0522,46.3197,None,0.000,0.000
40.841,1,0.0418,0.0302,0.0516,90.3540,None,0.000,0.000
40.869,1,0.0418,0.0301,0.0515,81.9799,None,0.000,0.000
40.898,1,0.0417,0.0300,0.0514,62.8823,None,0.000,0.000
40.925,1,0.0415,0.0299,0.0512,20.3418,None,0.000,0.000
40.953,1,0.0414,0.0296,0.0509,47.5606,None,0.000,0.000
40.980,1,0.0414,0.0293,0.0507,9.0376,None,0.000,0.000
41.009,1,0.0414,0.0290,0.0505,69.4207,None,0.000,0.000
41.036,1,0.0409,0.0287,0.0500,99.2311,None,0.000,0.000
41.064,1,0.0404,0.0284,0.0494,50.2602,None,0.000,0.000
41.092,1,0.0400,0.0284,0.0490,98.7386,None,0.000,0.000
41.120,1,0.0399,0.0286,0.0491,43.0839,None,0.000,0.000
41.140,1,0.0399,0.0286,0.0491,73.8185,None,0.000,0.000
41.165,1,0.0400,0.0284,0.0490,28.0344,Orb Spawned,0.000,0.000
41.189,1,0.0412,0.0287,0.0502,240.7058,None,0.000,0.000
41.217,1,0.0432,0.0287,0.0518,164.4032,None,0.000,0.000
41.245,1,0.0444,0.0281,0.0526,218.0748,None,0.000,0.000
41.273,1,0.0455,0.0280,0.0534,216.1681,None,0.000,0.000
41.301,1,0.0460,0.0284,0.0541,77.4165,None,0.000,0.000
41.329,1,0.0458,0.0286,0.0539,227.4199,None,0.000,0.000
41.357,1,0.0447,0.0289,0.0533,76.3706,None,0.000,0.000
41.384,1,0.0428,0.0298,0.0521,137.2190,None,0.000,0.000
41.412,1,0.0384,0.0305,0.0491,199.0657,None,0.000,0.000
41.440,1,0.0343,0.0315,0.0466,352.4515,None,0.000,0.000
41.468,1,0.0317,0.0327,0.0456,159.4365,None,0.000,0.000
41.496,1,0.0288,0.0341,0.0446,233.2287,None,0.000,0.000
41.523,1,0.0260,0.0359,0.0443,144.0690,None,0.000,0.000
41.551,1,0.0235,0.0383,0.0450,48.5079,None,0.000,0.000
41.579,1,0.0213,0.0410,0.0462,168.9100,None,0.000,0.000
41.607,1,0.0193,0.0444,0.0484,91.7153,Movement Initiated,0.452,0.000
41.635,1,0.0175,0.0475,0.0506,110.8362,None,0.000,0.000
41.663,1,0.0163,0.0498,0.0523,94.5011,None,0.000,0.000
41.691,1,0.0166,0.0514,0.0540,233.2706,None,0.000,0.000
41.718,1,0.0171,0.0521,0.0549,351.9783,None,0.000,0.000
41.747,1,0.0184,0.0531,0.0562,174.6380,None,0.000,0.000
41.774,1,0.0193,0.0527,0.0561,268.0365,Hit,0.000,0.153
41.802,1,0.0203,0.0520,0.0558,164.1585,None,0.000,0.000
41.830,1,0.0201,0.0544,0.0580,794.1474,None,0.000,0.000
41.858,1,0.0173,0.0582,0.0607,367.0081,None,0.000,0.000
41.886,1,0.0145,0.0589,0.0606,1315.4170,None,0.000,0.000
41.914,1,0.0124,0.0582,0.0595,449.1008,None,0.000,0.000
41.941,1,0.0093,0.0587,0.0594,851.8024,None,0.000,0.000
41.969,1,0.0077,0.0616,0.0620,355.0525,None,0.000,0.000
41.993,1,0.0074,0.0628,0.0633,769.5724,None,0.000,0.000
42.014,1,0.0071,0.0634,0.0638,249.1561,None,0.000,0.000
42.039,1,0.0071,0.0628,0.0632,209.7441,None,0.000,0.000
42.067,1,0.0085,0.0639,0.0644,522.7818,None,0.000,0.000
42.095,1,0.0111,0.0649,0.0659,324.7406,None,0.000,0.000
42.122,1,0.0139,0.0641,0.0655,324.5757,None,0.000,0.000
42.150,1,0.0168,0.0624,0.0647,150.6194,None,0.000,0.000
42.178,1,0.0187,0.0612,0.0640,449.4138,None,0.000,0.000
42.206,1,0.0207,0.0599,0.0634,186.8179,None,0.000,0.000
42.234,1,0.0224,0.0577,0.0619,348.9065,None,0.000,0.000
42.261,1,0.0235,0.0554,0.0601,265.2314,None,0.000,0.000
42.289,1,0.0247,0.0530,0.0585,122.0462,None,0.000,0.000
42.317,1,0.0256,0.0505,0.0567,66.6017,None,0.000,0.000
42.345,1,0.0260,0.0491,0.0556,261.1449,None,0.000,0.000
42.373,1,0.0261,0.0479,0.0546,223.1124,None,0.000,0.000
42.401,1,0.0263,0.0461,0.0530,381.4037,None,0.000,0.000
42.428,1,0.0260,0.0449,0.0519,459.6631,None,0.000,0.000
42.457,1,0.0257,0.0442,0.0511,50.2298,None,0.000,0.000
42.484,1,0.0256,0.0432,0.0502,236.2297,None,0.000,0.000
42.512,1,0.0255,0.0423,0.0494,150.4851,None,0.000,0.000
42.540,1,0.0255,0.0418,0.0489,93.1413,None,0.000,0.000
42.567,1,0.0251,0.0415,0.0485,81.7122,None,0.000,0.000
42.596,1,0.0250,0.0408,0.0479,146.6092,None,0.000,0.000
42.623,1,0.0250,0.0404,0.0475,149.7608,None,0.000,0.000
42.651,1,0.0249,0.0405,0.0475,36.7545,None,0.000,0.000
42.679,1,0.0249,0.0405,0.0476,87.2594,None,0.000,0.000
42.707,1,0.0253,0.0403,0.0476,82.2616,None,0.000,0.000
42.735,1,0.0255,0.0401,0.0475,89.5807,None,0.000,0.000
42.763,1,0.0256,0.0402,0.0477,90.3841,None,0.000,0.000
42.790,1,0.0259,0.0405,0.0480,71.7617,None,0.000,0.000
42.818,1,0.0262,0.0405,0.0483,61.0862,None,0.000,0.000
42.846,1,0.0266,0.0406,0.0485,17.1322,None,0.000,0.000
42.874,1,0.0270,0.0411,0.0491,118.0815,None,0.000,0.000
42.902,1,0.0274,0.0418,0.0500,25.1823,None,0.000,0.000
42.930,1,0.0278,0.0423,0.0506,152.6410,None,0.000,0.000
42.957,1,0.0281,0.0427,0.0511,63.3848,None,0.000,0.000
42.992,1,0.0284,0.0433,0.0517,82.9117,None,0.000,0.000
43.013,1,0.0286,0.0441,0.0526,20.9859,None,0.000,0.000
43.041,1,0.0289,0.0447,0.0532,147.1453,None,0.000,0.000
43.069,1,0.0292,0.0449,0.0536,10.9434,Orb Spawned,0.000,0.000
43.097,1,0.0294,0.0454,0.0541,160.6033,None,0.000,0.000
43.125,1,0.0297,0.0462,0.0549,29.2015,None,0.000,0.000
43.152,1,0.0299,0.0467,0.0554,156.2514,None,0.000,0.000
43.180,1,0.0300,0.0470,0.0557,22.8217,None,0.000,0.000
43.208,1,0.0300,0.0476,0.0562,161.8448,None,0.000,0.000
43.236,1,0.0302,0.0485,0.0571,64.7506,None,0.000,0.000
43.265,1,0.0306,0.0493,0.0580,140.5240,None,0.000,0.000
43.299,1,0.0307,0.0497,0.0584,81.8508,None,0.000,0.000
43.319,1,0.0306,0.0501,0.0587,79.9300,None,0.000,0.000
43.347,1,0.0303,0.0509,0.0592,63.3832,None,0.000,0.000
43.368,1,0.0301,0.0512,0.0594,173.3070,None,0.000,0.000
43.390,1,0.0291,0.0517,0.0593,148.6123,None,0.000,0.000
43.417,1,0.0249,0.0523,0.0579,321.5067,None,0.000,0.000
43.445,1,0.0170,0.0536,0.0562,153.2381,None,0.000,0.000
43.473,1,0.0088,0.0549,0.0556,446.2034,None,0.000,0.000
43.500,1,0.0004,0.0561,0.0561,111.2568,None,0.000,0.000
43.528,1,-0.0071,0.0578,0.0582,339.3771,Movement Initiated,0.487,0.000
43.556,1,-0.0138,0.0598,0.0613,122.2978,None,0.000,0.000
43.584,1,-0.0198,0.0612,0.0643,195.5510,None,0.000,0.000
43.612,1,-0.0256,0.0619,0.0670,148.7298,None,0.000,0.000
43.640,1,-0.0301,0.0619,0.0688,243.8136,None,0.000,0.000
43.668,1,-0.0336,0.0615,0.0700,69.9932,None,0.000,0.000
43.696,1,-0.0359,0.0602,0.0701,117.8645,None,0.000,0.000
43.723,1,-0.0372,0.0591,0.0699,257.7870,None,0.000,0.000
43.751,1,-0.0381,0.0589,0.0701,121.8260,None,0.000,0.000
43.779,1,-0.0380,0.0588,0.0700,221.3930,Hit,0.000,0.251
43.807,1,-0.0375,0.0579,0.0690,213.1900,None,0.000,0.000
43.835,1,-0.0370,0.0566,0.0676,57.2736,None,0.000,0.000
43.863,1,-0.0376,0.0576,0.0688,469.7869,None,0.000,0.000
43.890,1,-0.0406,0.0602,0.0726,192.7476,None,0.000,0.000
43.918,1,-0.0435,0.0603,0.0744,1019.5450,None,0.000,0.000
43.946,1,-0.0461,0.0591,0.0750,138.9988,None,0.000,0.000
43.974,1,-0.0481,0.0576,0.0750,431.4486,None,0.000,0.000
44.003,1,-0.0495,0.0568,0.0754,227.3638,None,0.000,0.000
44.030,1,-0.0504,0.0581,0.0769,261.8475,None,0.000,0.000
44.057,1,-0.0502,0.0599,0.0781,347.5287,None,0.000,0.000
44.085,1,-0.0485,0.0592,0.0765,585.1025,None,0.000,0.000
44.113,1,-0.0457,0.0598,0.0753,690.8699,None,0.000,0.000
44.141,1,-0.0429,0.0624,0.0758,297.5319,None,0.000,0.000
44.169,1,-0.0391,0.0626,0.0738,761.1230,None,0.000,0.000
44.197,1,-0.0335,0.0616,0.0701,258.8763,None,0.000,0.000
44.224,1,-0.0286,0.0624,0.0686,923.9791,None,0.000,0.000
44.253,1,-0.0239,0.0631,0.0674,404.5260,None,0.000,0.000
44.281,1,-0.0182,0.0613,0.0640,701.0011,None,0.000,0.000
44.309,1,-0.0135,0.0600,0.0615,749.2629,None,0.000,0.000
44.336,1,-0.0097,0.0598,0.0605,461.4402,None,0.000,0.000
44.364,1,-0.0055,0.0583,0.0586,1064.4540,None,0.000,0.000
44.392,1,-0.0019,0.0562,0.0563,447.3904,None,0.000,0.000
44.420,1,0.0011,0.0548,0.0548,330.6584,None,0.000,0.000
44.447,1,0.0044,0.0535,0.0537,285.2742,None,0.000,0.000
44.475,1,0.0071,0.0519,0.0524,90.4448,None,0.000,0.000
44.503,1,0.0091,0.0507,0.0515,123.9027,None,0.000,0.000
44.531,1,0.0103,0.0497,0.0508,89.0757,None,0.000,0.000
44.559,1,0.0113,0.0484,0.0497,90.7367,None,0.000,0.000
44.587,1,0.0117,0.0470,0.0484,97.6965,None,0.000,0.000
44.615,1,0.0116,0.0460,0.0474,87.2859,None,0.000,0.000
44.642,1,0.0118,0.0448,0.0463,120.5992,None,0.000,0.000
44.670,1,0.0117,0.0435,0.0451,57.0258,None,0.000,0.000
44.698,1,0.0116,0.0422,0.0438,58.0996,None,0.000,0.000
44.726,1,0.0114,0.0408,0.0424,44.2863,None,0.000,0.000
44.754,1,0.0111,0.0396,0.0411,38.3661,None,0.000,0.000
44.782,1,0.0108,0.0386,0.0401,34.0983,None,0.000,0.000
44.809,1,0.0106,0.0376,0.0390,85.8142,None,0.000,0.000
44.837,1,0.0105,0.0365,0.0380,48.9670,None,0.000,0.000
44.865,1,0.0104,0.0358,0.0373,64.0569,None,0.000,0.000
44.893,1,0.0106,0.0354,0.0370,65.6807,None,0.000,0.000
44.921,1,0.0113,0.0347,0.0365,169.5326,None,0.000,0.000
44.949,1,0.0118,0.0335,0.0355,92.6027,None,0.000,0.000
44.976,1,0.0122,0.0327,0.0349,198.4101,None,0.000,0.000
45.004,1,0.0127,0.0323,0.0347,34.7427,None,0.000,0.000
45.032,1,0.0136,0.0316,0.0344,146.5614,None,0.000,0.000
45.060,1,0.0142,0.0309,0.0340,74.4046,None,0.000,0.000
45.088,1,0.0148,0.0304,0.0338,80.0964,None,0.000,0.000
45.115,1,0.0152,0.0300,0.0336,37.2734,None,0.000,0.000
45.144,1,0.0156,0.0297,0.0335,41.4995,None,0.000,0.000
45.172,1,0.0160,0.0293,0.0334,87.1518,Orb Spawned,0.000,0.000
45.199,1,0.0162,0.0290,0.0332,48.5206,None,0.000,0.000
45.227,1,0.0163,0.0288,0.0331,25.8001,None,0.000,0.000
45.255,1,0.0167,0.0286,0.0331,48.7053,None,0.000,0.000
45.282,1,0.0169,0.0284,0.0330,44.3066,None,0.000,0.000
45.310,1,0.0172,0.0281,0.0329,20.9208,None,0.000,0.000
45.339,1,0.0177,0.0277,0.0329,44.0073,None,0.000,0.000
45.367,1,0.0192,0.0274,0.0335,93.1219,None,0.000,0.000
45.394,1,0.0216,0.0267,0.0344,48.4223,None,0.000,0.000
45.422,1,0.0256,0.0257,0.0363,103.9234,None,0.000,0.000
45.450,1,0.0296,0.0240,0.0381,214.0311,Movement Initiated,0.292,0.000
45.477,1,0.0339,0.0212,0.0400,95.1970,None,0.000,0.000
45.505,1,0.0376,0.0186,0.0420,292.6345,None,0.000,0.000
45.533,1,0.0410,0.0160,0.0440,141.0297,None,0.000,0.000
45.561,1,0.0428,0.0136,0.0449,160.3733,None,0.000,0.000
45.589,1,0.0446,0.0111,0.0459,286.0965,None,0.000,0.000
45.621,1,0.0461,0.0086,0.0469,88.3032,None,0.000,0.000
45.644,1,0.0467,0.0061,0.0471,183.9635,Hit,0.000,0.195
45.672,1,0.0472,0.0043,0.0474,158.6153,None,0.000,0.000
45.701,1,0.0468,0.0039,0.0469,246.2216,None,0.000,0.000
45.728,1,0.0460,0.0047,0.0462,126.3774,None,0.000,0.000
45.756,1,0.0442,0.0064,0.0447,201.5861,None,0.000,0.000
45.785,1,0.0427,0.0071,0.0433,398.6906,None,0.000,0.000
45.812,1,0.0405,0.0078,0.0413,321.8694,None,0.000,0.000
45.840,1,0.0379,0.0097,0.0391,413.8613,None,0.000,0.000
45.867,1,0.0366,0.0124,0.0386,335.5377,None,0.000,0.000
45.896,1,0.0351,0.0144,0.0379,307.2144,None,0.000,0.000
45.923,1,0.0330,0.0148,0.0362,190.3595,None,0.000,0.000
45.951,1,0.0319,0.0152,0.0354,327.2395,None,0.000,0.000
45.979,1,0.0303,0.0165,0.0345,420.6962,None,0.000,0.000
46.007,1,0.0294,0.0176,0.0343,331.4551,None,0.000,0.000
46.035,1,0.0292,0.0178,0.0341,370.2231,None,0.000,0.000
46.062,1,0.0284,0.0176,0.0334,356.5086,None,0.000,0.000
46.090,1,0.0282,0.0177,0.0332,164.9230,None,0.000,0.000
46.118,1,0.0280,0.0176,0.0331,126.5026,None,0.000,0.000
46.146,1,0.0278,0.0174,0.0328,17.0145,None,0.000,0.000
46.174,1,0.0278,0.0172,0.0327,72.7519,None,0.000,0.000
46.202,1,0.0277,0.0169,0.0325,89.2178,None,0.000,0.000
46.229,1,0.0274,0.0166,0.0321,100.4003,None,0.000,0.000
46.257,1,0.0274,0.0164,0.0319,96.5187,None,0.000,0.000
46.285,1,0.0274,0.0162,0.0318,52.0430,None,0.000,0.000
46.313,1,0.0275,0.0161,0.0319,24.7162,None,0.000,0.000
46.341,1,0.0273,0.0161,0.0317,47.9070,None,0.000,0.000
46.369,1,0.0272,0.0162,0.0317,50.2027,None,0.000,0.000
46.396,1,0.0274,0.0162,0.0318,24.3189,None,0.000,0.000
46.425,1,0.0276,0.0162,0.0320,27.2091,None,0.000,0.000
46.452,1,0.0276,0.0164,0.0321,61.8409,None,0.000,0.000
46.480,1,0.0278,0.0166,0.0324,41.8806,None,0.000,0.000
46.508,1,0.0281,0.0169,0.0328,49.4396,None,0.000,0.000
46.535,1,0.0283,0.0169,0.0330,44.7432,None,0.000,0.000
46.563,1,0.0284,0.0171,0.0331,97.0029,None,0.000,0.000
46.591,1,0.0286,0.0175,0.0335,37.1621,None,0.000,0.000
46.619,1,0.0290,0.0178,0.0340,54.0778,None,0.000,0.000
46.647,1,0.0293,0.0180,0.0344,12.8889,None,0.000,0.000
46.675,1,0.0297,0.0183,0.0349,41.8228,None,0.000,0.000
46.703,1,0.0301,0.0186,0.0354,21.8493,None,0.000,0.000
46.730,1,0.0305,0.0188,0.0359,24.5835,None,0.000,0.000
46.758,1,0.0309,0.0191,0.0363,28.7410,None,0.000,0.000
46.786,1,0.0310,0.0194,0.0366,25.6707,None,0.000,0.000
46.813,1,0.0312,0.0196,0.0369,24.9876,None,0.000,0.000
46.842,1,0.0313,0.0198,0.0371,26.2659,None,0.000,0.000
46.870,1,0.0313,0.0202,0.0372,38.5235,Orb Spawned,0.000,0.000
46.898,1,0.0314,0.0203,0.0374,68.3007,None,0.000,0.000
46.926,1,0.0316,0.0205,0.0376,53.3908,None,0.000,0.000
46.953,1,0.0317,0.0209,0.0380,79.1781,None,0.000,0.000
46.981,1,0.0318,0.0212,0.0382,90.1138,None,0.000,0.000
47.008,1,0.0320,0.0209,0.0382,115.6658,None,0.000,0.000
47.037,1,0.0323,0.0209,0.0385,212.0954,None,0.000,0.000
47.064,1,0.0326,0.0210,0.0388,95.0111,None,0.000,0.000
47.092,1,0.0328,0.0206,0.0387,65.0334,None,0.000,0.000
47.120,1,0.0333,0.0200,0.0388,91.6000,None,0.000,0.000
47.148,1,0.0338,0.0192,0.0389,162.8174,None,0.000,0.000
47.176,1,0.0341,0.0187,0.0389,224.0358,Movement Initiated,0.321,0.000
47.203,1,0.0344,0.0183,0.0390,68.5832,None,0.000,0.000
47.232,1,0.0342,0.0174,0.0384,108.0835,None,0.000,0.000
47.259,1,0.0340,0.0169,0.0380,125.2840,None,0.000,0.000
47.287,1,0.0333,0.0169,0.0374,74.5343,None,0.000,0.000
47.315,1,0.0329,0.0165,0.0368,170.6749,Hit,0.000,0.139
47.343,1,0.0323,0.0151,0.0356,87.5219,None,0.000,0.000
47.371,1,0.0318,0.0144,0.0349,409.7018,None,0.000,0.000
47.399,1,0.0314,0.0148,0.0347,64.7819,None,0.000,0.000
47.426,1,0.0300,0.0156,0.0338,236.9186,None,0.000,0.000
47.454,1,0.0278,0.0158,0.0320,298.1913,None,0.000,0.000
47.482,1,0.0262,0.0160,0.0307,174.2806,None,0.000,0.000
47.510,1,0.0246,0.0162,0.0294,98.2492,None,0.000,0.000
47.539,1,0.0231,0.0172,0.0289,338.0710,None,0.000,0.000
47.566,1,0.0224,0.0184,0.0290,344.6944,None,0.000,0.000
47.594,1,0.0214,0.0191,0.0287,187.6785,None,0.000,0.000
47.621,1,0.0215,0.0203,0.0296,223.4798,None,0.000,0.000
47.649,1,0.0213,0.0218,0.0305,277.2435,None,0.000,0.000
47.677,1,0.0212,0.0239,0.0320,64.2730,None,0.000,0.000
47.705,1,0.0216,0.0250,0.0331,487.0181,None,0.000,0.000
47.733,1,0.0220,0.0254,0.0337,277.0248,None,0.000,0.000
47.760,1,0.0226,0.0266,0.0349,317.6745,None,0.000,0.000
47.788,1,0.0234,0.0279,0.0364,245.8140,None,0.000,0.000
47.816,1,0.0243,0.0278,0.0369,247.7774,None,0.000,0.000
47.844,1,0.0252,0.0274,0.0373,221.6252,None,0.000,0.000
47.873,1,0.0258,0.0276,0.0378,266.0932,None,0.000,0.000
47.900,1,0.0261,0.0280,0.0383,207.7437,None,0.000,0.000
47.928,1,0.0263,0.0279,0.0384,176.0711,None,0.000,0.000
47.955,1,0.0263,0.0276,0.0381,117.5950,None,0.000,0.000
47.983,1,0.0264,0.0277,0.0382,102.9527,None,0.000,0.000
48.011,1,0.0266,0.0276,0.0383,60.9988,None,0.000,0.000
48.039,1,0.0266,0.0274,0.0382,65.8298,None,0.000,0.000
48.067,1,0.0267,0.0273,0.0382,110.5911,None,0.000,0.000
48.097,1,0.0269,0.0274,0.0384,13.0749,None,0.000,0.000
48.122,1,0.0271,0.0272,0.0384,104.2419,None,0.000,0.000
48.150,1,0.0272,0.0269,0.0382,50.5707,None,0.000,0.000
48.178,1,0.0272,0.0269,0.0382,68.5576,None,0.000,0.000
