Timestamp,Trial,Adj_Sway_X,Adj_Sway_Z,Tilt_X,Tilt_Z,Stability_Score,Sway_Radius,Sway_Jerk,Stroop_Event,Stroop_RT
14.458,1,-0.0004,0.0001,0.00,0.00,100,0.0004,0.0000,None,0.000
14.487,1,-0.0011,0.0002,0.00,0.01,100,0.0011,515.7448,None,0.000
14.514,1,-0.0014,0.0005,0.00,0.02,100,0.0015,1071.7200,None,0.000
14.549,1,-0.0014,0.0007,0.01,0.03,100,0.0016,378.7529,None,0.000
14.578,1,-0.0017,0.0010,0.01,0.04,100,0.0019,1208.5790,None,0.000
14.598,1,-0.0020,0.0012,0.02,0.05,100,0.0023,2214.4330,None,0.000
14.625,1,-0.0023,0.0013,0.02,0.06,100,0.0026,652.8078,None,0.000
14.653,1,-0.0026,0.0013,0.03,0.07,100,0.0029,1551.3630,None,0.000
14.681,1,-0.0032,0.0013,0.04,0.09,100,0.0034,1399.1640,None,0.000
14.709,1,-0.0034,0.0012,0.04,0.10,100,0.0036,457.7461,None,0.000
14.737,1,-0.0035,0.0012,0.05,0.12,100,0.0037,34.5093,None,0.000
14.765,1,-0.0035,0.0012,0.05,0.14,100,0.0037,368.6482,None,0.000
14.792,1,-0.0031,0.0013,0.06,0.15,100,0.0033,1496.6140,None,0.000
14.820,1,-0.0026,0.0012,0.06,0.16,98,0.0029,1468.2240,None,0.000
14.848,1,-0.0020,0.0012,0.06,0.16,98,0.0023,300.2052,None,0.000
14.876,1,-0.0017,0.0012,0.07,0.16,98,0.0021,684.6536,None,0.000
14.904,1,-0.0014,0.0012,0.07,0.16,98,0.0019,31.3357,None,0.000
14.932,1,-0.0012,0.0012,0.07,0.16,98,0.0017,485.3206,None,0.000
14.959,1,-0.0011,0.0012,0.08,0.16,98,0.0017,1101.4750,None,0.000
14.987,1,-0.0012,0.0012,0.08,0.16,98,0.0017,438.0034,None,0.000
15.015,1,-0.0012,0.0011,0.08,0.15,98,0.0016,1651.3200,None,0.000
15.043,1,-0.0014,0.0011,0.08,0.15,98,0.0018,2023.3150,None,0.000
15.071,1,-0.0017,0.0010,0.08,0.15,98,0.0020,373.1615,None,0.000
15.099,1,-0.0016,0.0010,0.09,0.16,98,0.0019,1792.8410,None,0.000
15.127,1,-0.0013,0.0010,0.09,0.15,98,0.0016,342.2473,None,0.000
15.154,1,-0.0012,0.0010,0.09,0.15,98,0.0016,2696.1180,None,0.000
15.182,1,-0.0010,0.0009,0.09,0.15,98,0.0014,1337.6570,None,0.000
15.210,1,-0.0007,0.0009,0.09,0.15,98,0.0011,1899.9590,None,0.000
15.238,1,-0.0001,0.0009,0.09,0.14,98,0.0009,2076.3930,None,0.000
15.266,1,0.0001,0.0008,0.09,0.13,100,0.0008,114.1485,None,0.000
15.294,1,0.0005,0.0008,0.09,0.12,100,0.0009,328.1106,None,0.000
15.322,1,0.0011,0.0007,0.09,0.10,100,0.0013,167.5029,None,0.000
15.350,1,0.0016,0.0007,0.09,0.09,100,0.0018,637.6393,None,0.000
15.377,1,0.0018,0.0007,0.09,0.07,100,0.0019,379.6744,None,0.000
15.405,1,0.0020,0.0007,0.09,0.05,100,0.0021,1463.7460,None,0.000
15.433,1,0.0019,0.0007,0.09,0.03,100,0.0021,207.0224,None,0.000
15.461,1,0.0013,0.0007,0.08,0.02,100,0.0015,1289.0350,None,0.000
15.489,1,0.0003,0.0007,0.08,0.02,100,0.0008,118.4947,None,0.000
15.516,1,-0.0004,0.0007,0.08,0.02,100,0.0008,1254.0740,None,0.000
15.544,1,-0.0006,0.0007,0.08,0.02,100,0.0009,814.9441,None,0.000
15.572,1,-0.0006,0.0007,0.08,0.02,100,0.0009,196.6110,None,0.000
15.600,1,-0.0008,0.0006,0.08,0.03,100,0.0010,385.3798,None,0.000
15.628,1,-0.0011,0.0006,0.08,0.03,100,0.0013,300.7373,None,0.000
15.656,1,-0.0012,0.0006,0.08,0.04,100,0.0014,523.1129,None,0.000
15.684,1,-0.0013,0.0006,0.08,0.04,100,0.0014,71.3802,None,0.000
15.711,1,-0.0011,0.0006,0.08,0.05,100,0.0012,84.2082,None,0.000
15.739,1,-0.0012,0.0006,0.08,0.05,100,0.0013,856.6821,None,0.000
15.767,1,-0.0009,0.0007,0.08,0.06,100,0.0011,231.7511,None,0.000
15.795,1,-0.0007,0.0007,0.08,0.06,100,0.0009,367.3699,None,0.000
15.823,1,-0.0003,0.0006,0.08,0.06,100,0.0007,483.7150,None,0.000
15.850,1,0.0004,0.0006,0.08,0.05,100,0.0007,292.8181,None,0.000
15.878,1,0.0005,0.0005,0.07,0.04,100,0.0007,1036.0440,None,0.000
15.906,1,0.0011,0.0005,0.07,0.04,100,0.0012,1543.9450,None,0.000
15.934,1,0.0025,0.0005,0.07,0.02,100,0.0026,205.3919,None,0.000
15.962,1,0.0026,0.0005,0.07,0.00,100,0.0026,944.2794,None,0.000
15.990,1,0.0026,0.0004,0.07,359.98,100,0.0026,1331.6590,None,0.000
16.017,1,0.0031,0.0004,0.07,359.96,100,0.0031,1376.3910,None,0.000
16.045,1,0.0032,0.0003,0.07,359.94,100,0.0032,300.6596,None,0.000
16.073,1,0.0026,0.0003,0.06,359.93,100,0.0026,594.6607,None,0.000
16.101,1,0.0021,0.0003,0.06,359.92,100,0.0021,929.5651,None,0.000
16.129,1,0.0017,0.0003,0.06,359.91,100,0.0017,422.1246,None,0.000
16.157,1,0.0014,0.0003,0.06,359.91,100,0.0014,265.3698,None,0.000
16.185,1,0.0006,0.0003,0.06,359.91,100,0.0007,335.3938,None,0.000
16.213,1,-0.0007,0.0003,0.06,359.92,100,0.0007,26.8656,None,0.000
16.240,1,-0.0009,0.0003,0.05,359.93,100,0.0009,227.4872,None,0.000
16.268,1,-0.0012,0.0003,0.05,359.94,100,0.0012,651.8223,None,0.000
16.296,1,-0.0017,0.0004,0.05,359.95,100,0.0018,722.4747,None,0.000
16.317,1,-0.0018,0.0004,0.05,359.97,100,0.0018,98.5048,None,0.000
16.344,1,-0.0023,0.0004,0.05,359.98,100,0.0024,431.0177,None,0.000
16.367,1,-0.0029,0.0004,0.05,0.00,100,0.0029,87.8342,None,0.000
16.394,1,-0.0032,0.0005,0.05,0.02,100,0.0032,367.3008,None,0.000
16.421,1,-0.0036,0.0005,0.05,0.04,100,0.0036,174.9296,None,0.000
16.449,1,-0.0038,0.0005,0.05,0.06,100,0.0039,179.5615,Displayed,0.000
16.471,1,-0.0036,0.0005,0.05,0.08,100,0.0037,346.9091,Displayed,0.000
16.496,1,-0.0042,0.0006,0.05,0.10,100,0.0042,401.9060,Displayed,0.000
16.519,1,-0.0047,0.0006,0.05,0.12,100,0.0048,811.3558,Displayed,0.000
16.547,1,-0.0046,0.0006,0.05,0.15,100,0.0046,697.8745,Displayed,0.000
16.574,1,-0.0044,0.0007,0.05,0.17,98,0.0045,927.1770,Displayed,0.000
16.609,1,-0.0037,0.0009,0.06,0.19,98,0.0038,1348.7520,Displayed,0.000
16.632,1,-0.0037,0.0010,0.06,0.20,98,0.0038,657.7678,Displayed,0.000
16.658,1,-0.0036,0.0011,0.06,0.21,98,0.0038,903.9448,Displayed,0.000
16.686,1,-0.0034,0.0013,0.07,0.22,98,0.0036,1288.1230,Displayed,0.000
16.714,1,-0.0032,0.0014,0.07,0.23,98,0.0035,1356.2720,Displayed,0.000
16.742,1,-0.0029,0.0015,0.07,0.23,98,0.0033,700.4966,Displayed,0.000
16.769,1,-0.0026,0.0016,0.08,0.23,98,0.0031,1899.2610,Displayed,0.000
16.797,1,-0.0025,0.0017,0.08,0.24,97,0.0030,1200.6160,Displayed,0.000
16.825,1,-0.0024,0.0017,0.09,0.24,97,0.0030,417.3035,Displayed,0.000
16.853,1,-0.0022,0.0018,0.10,0.24,97,0.0028,182.2769,Displayed,0.000
16.881,1,-0.0018,0.0018,0.10,0.24,97,0.0026,409.3631,Displayed,0.000
16.911,1,-0.0014,0.0019,0.11,0.23,97,0.0024,799.6466,Displayed,0.000
16.936,1,-0.0012,0.0020,0.11,0.22,97,0.0023,924.3156,Displayed,0.000
16.964,1,-0.0010,0.0020,0.12,0.22,98,0.0023,851.3679,Displayed,0.000
16.992,1,-0.0008,0.0020,0.12,0.21,98,0.0022,793.0984,Displayed,0.000
17.020,1,-0.0004,0.0021,0.13,0.20,98,0.0021,66.3512,Displayed,0.000
17.048,1,-0.0003,0.0021,0.13,0.19,98,0.0021,308.9295,Displayed,0.000
17.076,1,-0.0007,0.0021,0.14,0.18,98,0.0023,582.2705,Displayed,0.000
17.104,1,-0.0008,0.0022,0.14,0.17,98,0.0023,1059.6540,Displayed,0.000
17.131,1,-0.0009,0.0022,0.15,0.17,98,0.0024,104.5663,Displayed,0.000
17.167,1,-0.0010,0.0023,0.15,0.16,98,0.0025,797.2540,Displayed,0.000
17.194,1,-0.0008,0.0023,0.16,0.16,98,0.0024,85.1202,Displayed,0.000
17.215,1,-0.0006,0.0023,0.16,0.15,98,0.0023,116.1915,Displayed,0.000
17.243,1,-0.0004,0.0023,0.17,0.15,98,0.0023,907.1502,Correct,0.794
17.271,1,0.0000,0.0023,0.17,0.14,98,0.0023,130.9163,None,0.000
17.299,1,0.0003,0.0023,0.17,0.13,98,0.0023,2027.2840,None,0.000
17.327,1,0.0004,0.0022,0.18,0.12,98,0.0023,2178.8920,None,0.000
17.354,1,0.0001,0.0022,0.18,0.11,98,0.0022,878.4548,None,0.000
17.382,1,-0.0002,0.0021,0.18,0.10,98,0.0022,2313.4110,None,0.000
17.410,1,-0.0006,0.0021,0.19,0.10,98,0.0022,551.1581,None,0.000
17.438,1,-0.0008,0.0021,0.19,0.10,98,0.0023,1093.9030,None,0.000
17.466,1,-0.0011,0.0021,0.19,0.10,98,0.0024,1399.7790,None,0.000
17.494,1,-0.0010,0.0021,0.19,0.10,98,0.0024,421.9024,None,0.000
17.522,1,-0.0008,0.0021,0.19,0.10,98,0.0023,869.4658,None,0.000
17.549,1,-0.0006,0.0021,0.20,0.10,98,0.0022,1023.1890,None,0.000
17.577,1,-0.0006,0.0021,0.20,0.09,98,0.0022,294.3453,None,0.000
17.605,1,-0.0005,0.0021,0.20,0.09,98,0.0021,461.4233,None,0.000
17.633,1,-0.0006,0.0021,0.20,0.09,98,0.0022,300.7443,None,0.000
17.660,1,-0.0007,0.0021,0.20,0.09,98,0.0022,758.9623,None,0.000
17.688,1,-0.0003,0.0021,0.20,0.09,98,0.0021,346.7557,None,0.000
17.716,1,-0.0001,0.0022,0.20,0.08,98,0.0022,777.7995,None,0.000
17.745,1,-0.0002,0.0022,0.20,0.08,98,0.0022,68.3809,None,0.000
17.772,1,-0.0002,0.0022,0.21,0.07,98,0.0023,601.8478,None,0.000
17.800,1,-0.0002,0.0022,0.21,0.07,98,0.0023,29.0305,None,0.000
17.828,1,-0.0004,0.0022,0.21,0.07,98,0.0023,730.5511,None,0.000
17.856,1,-0.0005,0.0023,0.21,0.07,98,0.0023,912.7800,None,0.000
17.883,1,-0.0006,0.0023,0.21,0.07,98,0.0024,105.3837,None,0.000
17.911,1,-0.0006,0.0023,0.21,0.07,98,0.0024,437.7372,None,0.000
17.939,1,-0.0008,0.0024,0.22,0.07,98,0.0025,32.2571,None,0.000
17.968,1,-0.0008,0.0024,0.22,0.07,98,0.0026,768.5201,None,0.000
17.995,1,-0.0006,0.0025,0.22,0.07,98,0.0025,1046.8190,None,0.000
18.023,1,-0.0003,0.0025,0.22,0.07,98,0.0025,24.7959,None,0.000
18.050,1,0.0000,0.0025,0.23,0.06,98,0.0025,1078.6280,None,0.000
18.079,1,0.0001,0.0025,0.23,0.06,98,0.0025,939.1002,None,0.000
18.106,1,0.0004,0.0025,0.23,0.05,98,0.0026,607.9420,None,0.000
18.134,1,0.0004,0.0025,0.23,0.05,98,0.0026,33.4933,None,0.000
18.162,1,0.0004,0.0025,0.23,0.04,98,0.0026,557.5031,None,0.000
18.190,1,0.0005,0.0026,0.24,0.03,98,0.0026,174.3573,None,0.000
18.218,1,0.0006,0.0026,0.24,0.03,98,0.0026,1025.6540,None,0.000
18.238,1,0.0005,0.0026,0.24,0.02,98,0.0026,673.0330,None,0.000
18.265,1,0.0009,0.0026,0.24,0.02,98,0.0027,233.7706,None,0.000
18.289,1,0.0015,0.0026,0.24,0.01,98,0.0030,313.4253,None,0.000
18.316,1,0.0015,0.0026,0.24,0.00,98,0.0030,981.1142,None,0.000
18.343,1,0.0014,0.0026,0.24,359.99,98,0.0029,270.8028,None,0.000
18.371,1,0.0015,0.0026,0.25,359.98,98,0.0030,830.2972,None,0.000
18.398,1,0.0014,0.0027,0.25,359.97,97,0.0030,1063.3610,None,0.000
18.426,1,0.0012,0.0027,0.25,359.97,97,0.0029,572.0397,None,0.000
18.454,1,0.0009,0.0027,0.25,359.96,97,0.0029,19.2388,None,0.000
18.482,1,0.0008,0.0027,0.25,359.96,97,0.0029,83.4941,None,0.000
18.510,1,0.0008,0.0028,0.26,359.95,97,0.0029,822.3063,None,0.000
18.537,1,0.0008,0.0028,0.26,359.95,97,0.0029,889.0692,None,0.000
18.565,1,0.0008,0.0028,0.26,359.95,97,0.0029,629.0228,None,0.000
18.593,1,0.0008,0.0028,0.26,359.95,97,0.0029,818.9782,None,0.000
18.621,1,0.0008,0.0028,0.26,359.95,97,0.0029,543.3125,None,0.000
18.649,1,0.0007,0.0029,0.27,359.94,97,0.0029,648.5560,None,0.000
18.677,1,0.0007,0.0029,0.27,359.94,97,0.0030,741.9250,None,0.000
18.705,1,0.0010,0.0029,0.27,359.94,97,0.0031,657.3983,None,0.000
18.733,1,0.0009,0.0029,0.27,359.94,97,0.0031,368.1678,None,0.000
18.760,1,0.0009,0.0029,0.27,359.94,97,0.0031,573.2770,None,0.000
18.788,1,0.0007,0.0029,0.28,359.94,97,0.0030,46.1888,None,0.000
18.816,1,0.0004,0.0029,0.28,359.94,97,0.0030,298.8746,None,0.000
18.844,1,0.0004,0.0029,0.28,359.94,97,0.0029,764.3796,None,0.000
18.872,1,0.0004,0.0029,0.28,359.94,97,0.0029,913.8321,None,0.000
18.900,1,0.0003,0.0028,0.28,359.94,97,0.0029,283.5937,None,0.000
18.928,1,0.0001,0.0028,0.28,359.94,97,0.0028,267.7100,None,0.000
18.955,1,0.0001,0.0028,0.28,359.95,97,0.0028,83.3891,None,0.000
18.983,1,-0.0002,0.0028,0.28,359.95,97,0.0028,758.0600,None,0.000
19.011,1,-0.0004,0.0028,0.28,359.96,97,0.0028,310.2974,None,0.000
19.039,1,-0.0004,0.0027,0.28,359.96,97,0.0028,602.0215,None,0.000
19.067,1,-0.0004,0.0027,0.28,359.97,97,0.0027,799.6451,None,0.000
19.095,1,-0.0004,0.0026,0.28,359.97,97,0.0026,1147.6090,None,0.000
19.123,1,-0.0005,0.0025,0.28,359.98,97,0.0026,1076.0640,None,0.000
19.150,1,-0.0006,0.0025,0.28,359.98,97,0.0026,547.5541,None,0.000
19.178,1,-0.0006,0.0024,0.28,359.99,97,0.0025,1689.9130,None,0.000
19.206,1,-0.0008,0.0024,0.28,359.99,97,0.0025,342.1250,None,0.000
19.234,1,-0.0009,0.0024,0.28,0.00,97,0.0026,359.0818,None,0.000
19.269,1,-0.0011,0.0024,0.28,0.01,97,0.0027,235.4095,None,0.000
19.291,1,-0.0014,0.0024,0.27,0.02,97,0.0028,350.5048,None,0.000
19.317,1,-0.0018,0.0025,0.27,0.03,97,0.0031,67.3360,None,0.000
19.345,1,-0.0022,0.0025,0.27,0.04,97,0.0034,523.9374,None,0.000
19.374,1,-0.0022,0.0025,0.27,0.05,97,0.0034,1362.3560,None,0.000
19.401,1,-0.0023,0.0025,0.27,0.06,97,0.0034,896.9429,None,0.000
19.429,1,-0.0024,0.0025,0.27,0.08,97,0.0034,1163.2330,None,0.000
19.457,1,-0.0025,0.0024,0.27,0.09,97,0.0035,1508.6660,Displayed,0.000
19.484,1,-0.0024,0.0024,0.27,0.10,97,0.0034,40.4757,Displayed,0.000
19.506,1,-0.0023,0.0025,0.27,0.11,97,0.0033,768.7943,Displayed,0.000
19.532,1,-0.0024,0.0025,0.27,0.12,97,0.0035,120.5444,Displayed,0.000
19.554,1,-0.0026,0.0026,0.27,0.12,97,0.0036,382.3835,Displayed,0.000
19.582,1,-0.0025,0.0027,0.27,0.13,97,0.0037,322.6154,Displayed,0.000
19.610,1,-0.0024,0.0029,0.27,0.14,97,0.0038,59.3247,Displayed,0.000
19.647,1,-0.0021,0.0030,0.27,0.15,97,0.0037,203.6960,Displayed,0.000
19.679,1,-0.0017,0.0033,0.28,0.15,97,0.0037,145.0406,Displayed,0.000
19.707,1,-0.0013,0.0034,0.28,0.15,97,0.0037,358.2139,Displayed,0.000
19.735,1,-0.0009,0.0036,0.29,0.15,97,0.0037,963.1423,Displayed,0.000
19.763,1,-0.0007,0.0037,0.29,0.14,97,0.0038,1396.7780,Displayed,0.000
19.791,1,-0.0006,0.0037,0.30,0.14,97,0.0038,464.5785,Displayed,0.000
19.819,1,-0.0006,0.0038,0.30,0.13,97,0.0038,181.7422,Displayed,0.000
19.847,1,-0.0005,0.0038,0.31,0.13,97,0.0038,679.5978,Displayed,0.000
19.874,1,-0.0005,0.0037,0.31,0.12,97,0.0037,904.8382,Displayed,0.000
19.909,1,-0.0005,0.0036,0.32,0.12,97,0.0036,258.2224,Displayed,0.000
19.933,1,-0.0005,0.0034,0.32,0.11,97,0.0035,451.1744,Displayed,0.000
19.958,1,-0.0008,0.0032,0.32,0.11,97,0.0033,661.1639,Displayed,0.000
19.980,1,-0.0010,0.0031,0.32,0.11,97,0.0033,618.3688,Displayed,0.000
20.001,1,-0.0015,0.0029,0.32,0.11,97,0.0032,364.2746,Displayed,0.000
20.028,1,-0.0018,0.0026,0.32,0.12,97,0.0032,162.2647,Displayed,0.000
20.055,1,-0.0021,0.0024,0.32,0.12,97,0.0032,675.8013,Displayed,0.000
20.083,1,-0.0020,0.0021,0.31,0.13,97,0.0029,30.1721,Displayed,0.000
20.111,1,-0.0018,0.0018,0.30,0.13,97,0.0025,775.8649,Displayed,0.000
20.140,1,-0.0015,0.0015,0.30,0.14,97,0.0021,264.9704,Displayed,0.000
20.167,1,-0.0012,0.0012,0.29,0.14,97,0.0017,57.7697,Displayed,0.000
20.194,1,-0.0010,0.0009,0.28,0.14,97,0.0014,199.7387,Displayed,0.000
20.222,1,-0.0008,0.0007,0.27,0.13,97,0.0011,79.3064,Displayed,0.000
20.250,1,-0.0007,0.0004,0.25,0.13,97,0.0008,738.7443,Displayed,0.000
20.278,1,-0.0006,0.0002,0.24,0.12,97,0.0006,470.7597,Displayed,0.000
20.306,1,-0.0004,0.0000,0.23,0.12,97,0.0004,43.8235,Displayed,0.000
20.334,1,-0.0005,-0.0001,0.21,0.12,98,0.0005,164.8020,Displayed,0.000
20.362,1,-0.0006,-0.0003,0.20,0.11,98,0.0007,443.3775,Displayed,0.000
20.389,1,-0.0007,-0.0004,0.19,0.11,98,0.0008,456.7271,Displayed,0.000
20.417,1,-0.0004,-0.0005,0.18,0.11,98,0.0006,95.3689,Displayed,0.000
20.445,1,0.0000,-0.0005,0.16,0.10,98,0.0005,305.1543,Displayed,0.000
20.481,1,-0.0001,-0.0005,0.15,0.09,98,0.0005,471.6453,Displayed,0.000
20.506,1,0.0000,-0.0006,0.14,0.09,100,0.0006,541.1638,Displayed,0.000
20.529,1,0.0003,-0.0006,0.13,0.08,100,0.0007,78.6871,Displayed,0.000
20.557,1,0.0007,-0.0006,0.12,0.07,100,0.0009,577.4510,Displayed,0.000
20.584,1,0.0007,-0.0006,0.11,0.06,100,0.0009,272.9962,Displayed,0.000
20.612,1,0.0007,-0.0005,0.10,0.05,100,0.0009,369.8299,Correct,1.156
20.640,1,0.0005,-0.0005,0.09,0.05,100,0.0007,327.4549,None,0.000
20.668,1,-0.0001,-0.0004,0.08,0.04,100,0.0004,117.1954,None,0.000
20.696,1,-0.0004,-0.0003,0.08,0.04,100,0.0005,153.5225,None,0.000
20.724,1,-0.0010,-0.0003,0.07,0.05,100,0.0011,883.1677,None,0.000
20.752,1,-0.0016,-0.0002,0.06,0.05,100,0.0016,1040.0210,None,0.000
20.779,1,-0.0020,-0.0002,0.06,0.06,100,0.0020,596.2874,None,0.000
20.807,1,-0.0023,-0.0001,0.06,0.07,100,0.0024,1089.7100,None,0.000
20.836,1,-0.0028,-0.0001,0.05,0.09,100,0.0028,402.6087,None,0.000
20.863,1,-0.0031,-0.0001,0.05,0.10,100,0.0031,956.6920,None,0.000
20.891,1,-0.0034,0.0000,0.05,0.12,100,0.0034,97.3542,None,0.000
20.919,1,-0.0034,0.0000,0.04,0.13,100,0.0034,544.2875,None,0.000
20.947,1,-0.0034,0.0000,0.04,0.15,100,0.0034,26.9516,None,0.000
20.974,1,-0.0034,0.0001,0.04,0.16,98,0.0034,71.9398,None,0.000
21.002,1,-0.0033,0.0001,0.04,0.17,98,0.0033,254.6190,None,0.000
21.030,1,-0.0036,0.0002,0.04,0.19,98,0.0036,531.0703,None,0.000
21.058,1,-0.0041,0.0002,0.04,0.20,98,0.0041,761.1862,None,0.000
21.086,1,-0.0046,0.0003,0.04,0.22,98,0.0046,145.8817,None,0.000
21.114,1,-0.0046,0.0004,0.04,0.24,98,0.0046,1357.9100,None,0.000
21.141,1,-0.0042,0.0004,0.04,0.25,97,0.0043,1383.6990,None,0.000
21.169,1,-0.0039,0.0004,0.04,0.26,97,0.0040,950.5607,None,0.000
21.197,1,-0.0035,0.0004,0.04,0.27,97,0.0035,1375.9210,None,0.000
21.225,1,-0.0031,0.0005,0.04,0.27,97,0.0031,394.0995,None,0.000
21.253,1,-0.0027,0.0005,0.04,0.27,97,0.0027,783.2158,None,0.000
21.281,1,-0.0023,0.0005,0.04,0.27,97,0.0023,161.0349,None,0.000
21.308,1,-0.0017,0.0005,0.04,0.27,97,0.0017,659.7699,None,0.000
21.346,1,-0.0012,0.0006,0.04,0.25,97,0.0014,119.3667,None,0.000
21.368,1,-0.0005,0.0006,0.04,0.25,98,0.0008,770.2594,None,0.000
21.395,1,-0.0004,0.0007,0.04,0.23,98,0.0008,688.5393,None,0.000
21.420,1,-0.0001,0.0007,0.04,0.22,98,0.0007,165.2921,None,0.000
21.448,1,-0.0003,0.0007,0.05,0.21,98,0.0008,92.1170,None,0.000
21.475,1,-0.0004,0.0008,0.05,0.20,98,0.0009,52.7416,None,0.000
21.503,1,-0.0005,0.0008,0.05,0.19,98,0.0010,199.8833,None,0.000
21.531,1,-0.0004,0.0009,0.05,0.18,98,0.0010,344.4362,None,0.000
21.559,1,-0.0003,0.0009,0.06,0.17,98,0.0010,73.9449,None,0.000
21.587,1,-0.0001,0.0010,0.06,0.16,98,0.0010,405.8589,None,0.000
21.615,1,0.0006,0.0010,0.06,0.15,100,0.0012,397.3260,None,0.000
21.643,1,0.0011,0.0010,0.06,0.13,100,0.0015,510.4828,None,0.000
21.671,1,0.0006,0.0010,0.06,0.12,100,0.0011,708.3429,None,0.000
21.698,1,0.0004,0.0009,0.07,0.11,100,0.0010,408.3420,None,0.000
21.726,1,0.0002,0.0009,0.07,0.10,100,0.0010,1333.6240,None,0.000
21.754,1,-0.0003,0.0009,0.07,0.09,100,0.0009,391.6569,None,0.000
21.782,1,-0.0007,0.0009,0.07,0.09,100,0.0011,638.8400,None,0.000
21.810,1,-0.0012,0.0009,0.07,0.09,100,0.0014,295.0838,None,0.000
21.838,1,-0.0015,0.0008,0.07,0.10,100,0.0017,407.8275,None,0.000
21.865,1,-0.0012,0.0007,0.07,0.10,100,0.0014,833.1685,None,0.000
21.893,1,-0.0008,0.0007,0.07,0.10,100,0.0010,105.1712,None,0.000
21.921,1,-0.0004,0.0006,0.07,0.09,100,0.0008,791.8331,None,0.000
21.949,1,-0.0003,0.0006,0.07,0.09,100,0.0007,185.2671,None,0.000
21.977,1,-0.0003,0.0005,0.07,0.09,100,0.0006,344.5574,None,0.000
22.004,1,-0.0002,0.0005,0.07,0.08,100,0.0005,81.9720,None,0.000
22.032,1,-0.0003,0.0005,0.07,0.08,100,0.0005,646.5913,None,0.000
22.060,1,-0.0003,0.0005,0.07,0.08,100,0.0005,137.6836,None,0.000
22.088,1,-0.0003,0.0005,0.07,0.07,100,0.0005,309.8452,None,0.000
22.116,1,0.0001,0.0005,0.07,0.07,100,0.0005,159.6774,None,0.000
22.144,1,0.0003,0.0005,0.07,0.06,100,0.0006,130.0645,None,0.000
22.164,1,0.0002,0.0005,0.06,0.06,100,0.0005,42.8278,None,0.000
22.191,1,0.0001,0.0005,0.06,0.05,100,0.0005,246.5343,None,0.000
22.213,1,0.0000,0.0005,0.06,0.05,100,0.0005,300.9039,None,0.000
22.241,1,-0.0001,0.0005,0.06,0.05,100,0.0005,87.5126,None,0.000
22.269,1,0.0002,0.0005,0.06,0.04,100,0.0006,636.9892,None,0.000
22.297,1,0.0004,0.0006,0.06,0.04,100,0.0007,683.1152,None,0.000
22.325,1,0.0003,0.0006,0.06,0.04,100,0.0006,110.4638,None,0.000
22.353,1,0.0004,0.0006,0.06,0.03,100,0.0007,95.0260,None,0.000
22.381,1,0.0007,0.0006,0.06,0.02,100,0.0009,267.8239,None,0.000
22.408,1,0.0012,0.0006,0.06,0.02,100,0.0013,250.3852,None,0.000
22.430,1,0.0012,0.0006,0.06,0.01,100,0.0013,74.2584,None,0.000
22.452,1,0.0014,0.0006,0.06,0.00,100,0.0016,204.8532,None,0.000
22.478,1,0.0017,0.0007,0.06,359.99,100,0.0018,320.6196,Displayed,0.000
22.506,1,0.0018,0.0007,0.06,359.98,100,0.0019,327.0382,Displayed,0.000
22.534,1,0.0019,0.0007,0.06,359.97,100,0.0020,174.4372,Displayed,0.000
22.561,1,0.0021,0.0007,0.06,359.95,100,0.0022,506.0872,Displayed,0.000
22.590,1,0.0023,0.0007,0.06,359.94,100,0.0024,95.1657,Displayed,0.000
22.617,1,0.0026,0.0007,0.06,359.93,100,0.0027,65.7394,Displayed,0.000
22.645,1,0.0028,0.0007,0.07,359.92,100,0.0028,152.2397,Displayed,0.000
22.673,1,0.0026,0.0007,0.07,359.90,100,0.0027,650.2310,Displayed,0.000
22.701,1,0.0025,0.0007,0.07,359.89,100,0.0026,384.3894,Displayed,0.000
22.729,1,0.0025,0.0007,0.07,359.88,100,0.0026,184.0963,Displayed,0.000
22.756,1,0.0026,0.0007,0.07,359.87,100,0.0027,696.0134,Displayed,0.000
22.784,1,0.0029,0.0007,0.07,359.86,100,0.0030,358.9820,Displayed,0.000
22.812,1,0.0030,0.0007,0.07,359.85,98,0.0031,405.6804,Displayed,0.000
22.840,1,0.0031,0.0007,0.07,359.84,98,0.0032,385.5298,Displayed,0.000
22.868,1,0.0031,0.0007,0.07,359.83,98,0.0032,361.6121,Displayed,0.000
22.895,1,0.0029,0.0007,0.07,359.82,98,0.0030,161.6857,Displayed,0.000
22.923,1,0.0028,0.0007,0.07,359.81,98,0.0029,442.3806,Displayed,0.000
22.951,1,0.0027,0.0007,0.07,359.80,98,0.0028,536.3434,Displayed,0.000
22.979,1,0.0028,0.0007,0.07,359.80,98,0.0028,25.7254,Displayed,0.000
23.007,1,0.0030,0.0007,0.07,359.79,98,0.0031,578.3684,Displayed,0.000
23.035,1,0.0032,0.0007,0.07,359.78,98,0.0033,229.7653,Displayed,0.000
23.062,1,0.0033,0.0006,0.07,359.78,98,0.0033,517.0499,Displayed,0.000
23.091,1,0.0032,0.0006,0.07,359.77,98,0.0032,381.4815,Displayed,0.000
23.119,1,0.0028,0.0005,0.07,359.76,98,0.0029,183.2858,Displayed,0.000
23.146,1,0.0023,0.0005,0.07,359.76,98,0.0024,523.4384,Displayed,0.000
23.174,1,0.0021,0.0004,0.07,359.76,98,0.0021,251.6148,Correct,0.709
